x,y,z,time
0,13,112,1422938427
0,13,112,1422938427
0,12,112,1422938427
0,13,112,1422938427
-1,13,111,1422938427
-1,13,112,1422938427
-2,12,111,1422938427
-1,12,112,1422938427
-1,12,111,1422938427
-1,13,111,1422938427
-1,12,111,1422938427
-1,13,111,1422938427
-1,13,112,1422938427
0,12,112,1422938427
0,13,112,1422938427
0,13,111,1422938427
0,13,112,1422938427
0,13,111,1422938427
-1,13,111,1422938427
-1,13,111,1422938427
-1,13,111,1422938428
-1,13,111,1422938428
-2,13,111,1422938428
-2,13,113,1422938428
-1,12,111,1422938428
-1,13,111,1422938428
0,13,112,1422938428
0,13,112,1422938428
0,13,111,1422938428
-1,12,111,1422938428
0,13,111,1422938428
0,13,112,1422938428
-1,13,112,1422938428
0,13,111,1422938428
-1,12,112,1422938428
-1,13,111,1422938428
-1,13,112,1422938428
-1,13,112,1422938428
-1,12,112,1422938428
0,12,112,1422938428
-1,13,111,1422938428
-1,13,112,1422938428
0,13,112,1422938428
0,13,111,1422938428
0,12,112,1422938428
0,13,111,1422938428
0,13,112,1422938428
0,13,113,1422938428
0,12,111,1422938428
-1,13,111,1422938428
0,13,111,1422938428
-1,13,111,1422938428
-1,13,112,1422938428
0,12,112,1422938428
-1,13,111,1422938428
-1,12,112,1422938428
-1,12,112,1422938428
0,12,112,1422938428
0,12,111,1422938428
0,13,112,1422938428
-1,13,111,1422938428
0,13,112,1422938428
0,13,111,1422938428
-1,13,111,1422938428
-1,13,111,1422938428
-1,13,112,1422938428
-1,13,112,1422938428
-1,13,111,1422938428
-1,12,112,1422938428
0,12,111,1422938428
-1,13,111,1422938428
-1,12,111,1422938428
-1,13,112,1422938428
-1,12,112,1422938428
-1,13,112,1422938428
0,12,111,1422938428
-1,12,112,1422938428
-1,13,113,1422938428
-1,13,111,1422938428
-1,13,112,1422938428
-1,13,111,1422938428
0,12,111,1422938428
-1,12,112,1422938428
-1,13,111,1422938428
-1,13,112,1422938428
-1,13,111,1422938428
0,13,112,1422938428
-1,14,112,1422938428
0,12,111,1422938428
0,13,112,1422938428
0,12,111,1422938428
-1,13,111,1422938428
-1,13,111,1422938428
-1,12,111,1422938428
-1,13,112,1422938428
-1,13,111,1422938428
-1,13,112,1422938428
0,13,112,1422938428
0,12,112,1422938428
-1,13,111,1422938428
0,12,112,1422938428
-1,13,111,1422938428
-1,13,111,1422938428
-1,12,112,1422938428
-1,12,111,1422938428
-1,13,113,1422938428
-1,13,112,1422938428
-1,14,111,1422938428
-1,13,112,1422938428
0,12,112,1422938428
0,13,112,1422938429
-1,13,112,1422938429
-1,13,111,1422938429
0,12,113,1422938429
-1,13,110,1422938429
-1,13,112,1422938429
0,14,111,1422938429
-1,13,112,1422938429
-1,13,112,1422938429
0,13,111,1422938429
-1,13,111,1422938429
0,12,112,1422938429
-1,13,112,1422938429
0,12,112,1422938429
0,13,111,1422938429
-1,13,112,1422938429
0,13,112,1422938429
0,13,112,1422938429
-1,13,112,1422938429
-1,13,112,1422938429
-1,13,111,1422938429
-1,13,112,1422938429
-1,12,111,1422938429
-1,13,111,1422938429
-1,13,111,1422938429
-1,13,112,1422938429
-1,13,112,1422938429
0,13,111,1422938429
0,13,113,1422938429
-1,13,111,1422938429
0,13,111,1422938429
-1,13,112,1422938429
-1,13,111,1422938429
-1,12,113,1422938429
-1,13,111,1422938429
-1,13,111,1422938429
-1,13,113,1422938429
-1,12,112,1422938429
0,13,111,1422938429
-1,13,111,1422938429
-1,13,113,1422938429
-1,13,112,1422938429
0,13,111,1422938429
0,13,111,1422938429
-1,12,112,1422938429
-1,13,112,1422938429
-1,13,112,1422938429
